entry_price,exit_price,lotes,entry_time,exit_time,pnl,pnl_pips,reason
0.66479,0.66641,0.04995,17062,17067,0.0809,16.19713,take_profit
0.66912,0.66827,0.04985,17126,17147,-0.04256,-8.53728,stop_loss
0.66591,0.66753,0.04535,17187,17191,0.07337,16.17881,take_profit
0.66555,0.66471,0.04996,17211,17250,-0.04206,-8.41826,stop_loss
0.66401,0.66562,0.04953,17251,17256,0.07973,16.09843,take_profit
0.66598,0.6676,0.04719,17257,17260,0.07632,16.17312,take_profit
0.6613,0.66046,0.04994,17290,17292,-0.0421,-8.43189,stop_loss
0.66158,0.66321,0.04947,17293,17334,0.08053,16.27855,take_profit
0.66265,0.66425,0.04859,17341,17366,0.07759,15.96952,take_profit
0.66309,0.66469,0.04996,17378,17384,0.08001,16.01337,take_profit
0.666,0.66763,0.0499,17385,17388,0.08152,16.33556,take_profit
0.66833,0.66997,0.0499,17389,17397,0.08189,16.41081,take_profit
0.66832,0.66825,0.04986,17414,17427,-0.00349,-0.7,model_exit
0.66565,0.66728,0.04534,17481,17494,0.07371,16.25686,take_profit
0.66748,0.66906,0.04987,17510,17542,0.07887,15.81479,take_profit
0.66586,0.66747,0.04996,17575,17597,0.08058,16.12925,take_profit
0.668,0.66959,0.04987,17606,17619,0.07945,15.93108,take_profit
0.67138,0.673,0.04993,17620,17627,0.0808,16.18085,take_profit
0.67382,0.67296,0.0499,17668,17669,-0.04284,-8.58506,stop_loss
0.67522,0.67689,0.04946,17670,17672,0.08246,16.67256,take_profit
0.67755,0.67922,0.04854,17673,17676,0.08127,16.74079,take_profit
0.67925,0.67838,0.04854,17677,17678,-0.04227,-8.70831,stop_loss
0.67889,0.67802,0.04808,17679,17680,-0.0419,-8.71337,stop_loss
0.6782,0.67988,0.04811,17681,17721,0.08085,16.80568,take_profit
0.68598,0.68765,0.04999,17762,17768,0.08328,16.66042,take_profit
0.68807,0.68819,0.04989,17798,17812,0.00599,1.2,model_exit
0.68352,0.68321,0.04982,17887,17895,-0.01544,-3.1,model_exit
0.68164,0.68327,0.04528,17983,18008,0.07382,16.30159,take_profit
0.68102,0.68114,0.0499,18079,18083,0.00599,1.2,model_exit
0.67702,0.67864,0.0499,18175,18191,0.08069,16.17146,take_profit
0.67992,0.68156,0.04993,18192,18193,0.08189,16.40193,take_profit
0.68261,0.68175,0.04992,18194,18211,-0.04308,-8.62978,stop_loss
0.67709,0.67769,0.04534,18253,18270,0.0272,6.0,model_exit
0.67751,0.678,0.04577,18271,18276,0.02243,4.9,model_exit
0.67319,0.67234,0.04996,18364,18384,-0.0424,-8.48579,stop_loss
0.67349,0.67285,0.04527,18463,18475,-0.02904,-6.41388,stop_loss
0.67488,0.67652,0.04538,18480,18486,0.07457,16.43241,take_profit
0.67693,0.67607,0.04999,18499,18520,-0.04287,-8.57603,stop_loss
0.67774,0.67882,0.04533,18559,18569,0.04896,10.8,model_exit
0.67713,0.67877,0.04996,18670,18675,0.08181,16.37493,take_profit
0.68079,0.67993,0.04995,18676,18678,-0.04314,-8.63642,stop_loss
0.68039,0.68093,0.04948,18679,18682,0.02672,5.4,model_exit
0.67233,0.67398,0.04994,18725,18730,0.08239,16.49894,take_profit
0.67026,0.67109,0.04987,18751,18756,0.04139,8.3,model_exit
0.66507,0.66581,0.04991,18781,18784,0.03693,7.4,model_exit
0.66362,0.66278,0.04991,18791,18792,-0.04212,-8.44001,stop_loss
0.6628,0.66443,0.04901,18794,18800,0.08008,16.33886,take_profit
0.6654,0.66704,0.04625,18801,18808,0.07575,16.37966,take_profit
0.66644,0.66559,0.04994,18814,18817,-0.04233,-8.47546,stop_loss
0.66558,0.66721,0.04948,18818,18827,0.08084,16.33731,take_profit
0.66441,0.66592,0.04958,18847,18857,0.07487,15.09957,take_profit
0.67082,0.67244,0.04996,18907,18916,0.08091,16.19272,take_profit
0.67107,0.67022,0.04986,18943,18964,-0.04242,-8.50633,stop_loss
0.66127,0.66042,0.0453,19039,19062,-0.03841,-8.47872,stop_loss
0.65316,0.65477,0.04536,19109,19112,0.07296,16.08442,take_profit
0.65342,0.65342,0.04992,19135,19171,0.0,0.0,model_exit
0.65269,0.65186,0.04995,19180,19181,-0.04133,-8.27356,stop_loss
0.65176,0.65335,0.04948,19182,19193,0.07854,15.87195,take_profit
0.65287,0.65408,0.0458,19194,19197,0.05541,12.1,model_exit
0.65363,0.6528,0.04764,19198,19199,-0.03977,-8.34868,stop_loss
0.65304,0.65464,0.04809,19200,19207,0.07711,16.03402,take_profit
0.65551,0.65599,0.04624,19208,19215,0.0222,4.8,model_exit
0.65494,0.65652,0.04996,19227,19245,0.07906,15.82618,take_profit
0.65468,0.65626,0.04993,19287,19293,0.07901,15.82324,take_profit
0.65904,0.6582,0.04991,19298,19299,-0.04186,-8.38777,stop_loss
0.65882,0.66044,0.04947,19300,19305,0.08037,16.24709,take_profit
0.65673,0.65722,0.04993,19325,19331,0.02446,4.9,model_exit
0.65778,0.65879,0.04996,19343,19346,0.05046,10.1,model_exit
0.65564,0.65723,0.04993,19380,19386,0.07919,15.86008,take_profit
0.657,0.65617,0.04989,19423,19440,-0.04146,-8.3096,stop_loss
0.65399,0.6549,0.04904,19442,19444,0.04462,9.1,model_exit
0.65095,0.65253,0.04996,19476,19504,0.07877,15.7667,take_profit
0.65376,0.65535,0.04995,19505,19542,0.07929,15.87388,take_profit
0.6558,0.65609,0.04993,19543,19559,0.01448,2.9,model_exit
0.65211,0.6537,0.04992,19592,19599,0.07917,15.85946,take_profit
0.65314,0.65472,0.04993,19610,19651,0.07869,15.75919,take_profit
0.65508,0.65666,0.04994,19652,19674,0.07883,15.78554,take_profit
0.65267,0.65328,0.0499,19697,19700,0.03044,6.1,model_exit
0.65213,0.6513,0.04991,19707,19722,-0.04128,-8.27155,stop_loss
0.65137,0.6529,0.04949,19723,19727,0.07572,15.3,model_exit
0.65247,0.6507,0.04766,19730,19774,-0.08454,-17.7401,stop_loss
0.65066,0.65224,0.04951,19775,19778,0.07837,15.82975,take_profit
