time,open,high,low,close,tick_volume,spread,real_volume
2025-04-16 03:00:00,1.32291,1.32461,1.32286,1.32455,1079,18,0
2025-04-16 03:15:00,1.32456,1.32532,1.32435,1.32476,960,18,0
2025-04-16 03:30:00,1.3247499999999999,1.32525,1.32447,1.32464,1034,18,0
2025-04-16 03:45:00,1.32464,1.32497,1.3244099999999999,1.32457,966,18,0
2025-04-16 04:00:00,1.32457,1.32519,1.32454,1.32473,896,18,0
2025-04-16 04:15:00,1.32474,1.32517,1.32465,1.32465,1000,18,0
2025-04-16 04:30:00,1.32465,1.32558,1.3242099999999999,1.32523,999,18,0
2025-04-16 04:45:00,1.32523,1.32531,1.32474,1.32486,666,18,0
2025-04-16 05:00:00,1.32495,1.32548,1.32454,1.3249,990,18,0
2025-04-16 05:15:00,1.32491,1.32552,1.32468,1.32517,892,18,0
2025-04-16 05:30:00,1.32512,1.32556,1.32495,1.32496,749,18,0
2025-04-16 05:45:00,1.32497,1.32515,1.3244,1.32476,738,18,0
2025-04-16 06:00:00,1.32476,1.32519,1.32476,1.3251,676,18,0
2025-04-16 06:15:00,1.32511,1.3253,1.32463,1.32501,628,18,0
2025-04-16 06:30:00,1.3250600000000001,1.32577,1.32501,1.32573,715,18,0
2025-04-16 06:45:00,1.32573,1.32623,1.32565,1.32623,451,19,0
2025-04-16 07:00:00,1.32622,1.32639,1.32586,1.32591,673,18,0
2025-04-16 07:15:00,1.32591,1.32605,1.32562,1.3259,521,18,0
2025-04-16 07:30:00,1.3259,1.3265500000000001,1.32568,1.3265,589,18,0
2025-04-16 07:45:00,1.32652,1.32661,1.3262,1.32635,637,18,0
2025-04-16 08:00:00,1.32633,1.3265,1.32602,1.32621,862,18,0
2025-04-16 08:15:00,1.32621,1.32644,1.32593,1.32616,783,18,0
2025-04-16 08:30:00,1.32617,1.3267,1.32585,1.32656,816,18,0
2025-04-16 08:45:00,1.32653,1.3287900000000001,1.32621,1.32823,997,18,0
2025-04-16 09:00:00,1.32827,1.32855,1.32619,1.32712,1468,18,0
2025-04-16 09:15:00,1.32712,1.32796,1.32696,1.3275299999999999,1216,18,0
2025-04-16 09:30:00,1.3275000000000001,1.32796,1.32589,1.32593,1362,18,0
2025-04-16 09:45:00,1.32592,1.32653,1.32562,1.32614,1128,18,0
2025-04-16 10:00:00,1.32619,1.32738,1.32607,1.3265,1448,18,0
2025-04-16 10:15:00,1.3265,1.32828,1.32649,1.32815,1343,18,0
2025-04-16 10:30:00,1.32816,1.3284799999999999,1.3276,1.3279,1055,18,0
2025-04-16 10:45:00,1.3279,1.32827,1.32733,1.32827,1056,18,0
2025-04-16 11:00:00,1.32829,1.3287200000000001,1.32734,1.32771,1175,18,0
2025-04-16 11:15:00,1.32771,1.32832,1.3272,1.32827,1262,18,0
2025-04-16 11:30:00,1.32832,1.32855,1.3266,1.3272300000000001,1910,18,0
2025-04-16 11:45:00,1.3272300000000001,1.3289900000000001,1.32703,1.32877,1396,18,0
2025-04-16 12:00:00,1.32881,1.32911,1.32766,1.32768,1220,18,0
2025-04-16 12:15:00,1.32768,1.32832,1.32706,1.32711,1164,18,0
2025-04-16 12:30:00,1.32712,1.32769,1.32598,1.32612,1136,18,0
2025-04-16 12:45:00,1.32612,1.32768,1.32608,1.32677,1261,18,0
2025-04-16 13:00:00,1.32677,1.32773,1.32596,1.32759,1205,18,0
2025-04-16 13:15:00,1.3276,1.32763,1.32657,1.32686,1186,18,0
2025-04-16 13:30:00,1.3268499999999999,1.32748,1.32639,1.32676,1213,18,0
2025-04-16 13:45:00,1.32676,1.32703,1.3263099999999999,1.32638,1028,18,0
2025-04-16 14:00:00,1.32633,1.3268,1.32576,1.32625,1099,18,0
2025-04-16 14:15:00,1.32625,1.32733,1.32623,1.32724,1036,18,0
2025-04-16 14:30:00,1.32725,1.32747,1.32695,1.3271899999999999,905,18,0
2025-04-16 14:45:00,1.3271899999999999,1.32727,1.32666,1.3271,1031,18,0
2025-04-16 15:00:00,1.32711,1.32717,1.32593,1.32637,1245,18,0
2025-04-16 15:15:00,1.32643,1.32682,1.32565,1.32602,1056,18,0
2025-04-16 15:30:00,1.32602,1.32697,1.32497,1.32612,1696,18,0
2025-04-16 15:45:00,1.32613,1.3262800000000001,1.32505,1.32588,1596,18,0
2025-04-16 16:00:00,1.32586,1.32635,1.32539,1.32612,1338,18,0
2025-04-16 16:15:00,1.32616,1.32703,1.32595,1.3266,1156,18,0
2025-04-16 16:30:00,1.32661,1.32703,1.32606,1.32632,1415,18,0
2025-04-16 16:45:00,1.32632,1.32675,1.3256000000000001,1.32611,1535,18,0
2025-04-16 17:00:00,1.32612,1.32659,1.32451,1.3248,1461,18,0
2025-04-16 17:15:00,1.32481,1.32497,1.32383,1.3246,1234,18,0
2025-04-16 17:30:00,1.3246,1.32508,1.3239,1.32467,1272,18,0
2025-04-16 17:45:00,1.32469,1.32586,1.32464,1.3256299999999999,1556,18,0
2025-04-16 18:00:00,1.32564,1.32575,1.3243800000000001,1.32444,1306,18,0
2025-04-16 18:15:00,1.32446,1.32476,1.32302,1.32306,1051,18,0
2025-04-16 18:30:00,1.32309,1.32382,1.32257,1.32376,1186,18,0
2025-04-16 18:45:00,1.3237700000000001,1.32467,1.32371,1.3243800000000001,1142,18,0
2025-04-16 19:00:00,1.32437,1.32461,1.32405,1.32436,1122,18,0
2025-04-16 19:15:00,1.32437,1.32437,1.32306,1.32341,1062,18,0
2025-04-16 19:30:00,1.32346,1.32408,1.32321,1.3232599999999999,986,18,0
2025-04-16 19:45:00,1.3232599999999999,1.32343,1.32295,1.32328,737,18,0
2025-04-16 20:00:00,1.3232300000000001,1.32324,1.32244,1.32276,878,18,0
2025-04-16 20:15:00,1.32272,1.32297,1.32244,1.32288,671,18,0
2025-04-16 20:30:00,1.32288,1.32364,1.32112,1.32324,1828,18,0
2025-04-16 20:45:00,1.32321,1.32367,1.3212,1.32156,1792,18,0
2025-04-16 21:00:00,1.32158,1.32248,1.32135,1.32205,1554,18,0
2025-04-16 21:15:00,1.32205,1.3226499999999999,1.32195,1.3220100000000001,1145,18,0
2025-04-16 21:30:00,1.3220100000000001,1.32266,1.32179,1.32195,1119,18,0
2025-04-16 21:45:00,1.32192,1.32306,1.3217400000000001,1.3229199999999999,1251,18,0
2025-04-16 22:00:00,1.32287,1.32408,1.32273,1.32388,1051,18,0
2025-04-16 22:15:00,1.32388,1.3248,1.32375,1.32402,1072,18,0
2025-04-16 22:30:00,1.32397,1.32407,1.32327,1.32386,1250,18,0
2025-04-16 22:45:00,1.3238699999999999,1.32413,1.32359,1.3237,864,18,0
2025-04-16 23:00:00,1.32371,1.32385,1.32304,1.32336,527,18,0
2025-04-16 23:15:00,1.32336,1.32336,1.3229600000000001,1.32331,342,18,0
2025-04-16 23:30:00,1.3233,1.3241800000000001,1.32312,1.32378,326,18,0
2025-04-16 23:45:00,1.32378,1.3244,1.32374,1.32432,459,18,0
2025-04-17 00:00:00,1.3226200000000001,1.3243800000000001,1.32171,1.32386,228,32,0
2025-04-17 00:15:00,1.32396,1.32419,1.32321,1.32359,269,110,0
2025-04-17 00:30:00,1.32379,1.32435,1.32359,1.32373,152,46,0
2025-04-17 00:45:00,1.32373,1.32428,1.32297,1.32405,701,79,0
2025-04-17 01:00:00,1.3241399999999999,1.32427,1.32355,1.32368,332,18,0
2025-04-17 01:15:00,1.32368,1.32369,1.32307,1.32338,400,18,0
2025-04-17 01:30:00,1.32337,1.32368,1.32318,1.32346,537,18,0
2025-04-17 01:45:00,1.32346,1.3237,1.32331,1.32362,407,18,0
2025-04-17 02:00:00,1.32364,1.32388,1.3235000000000001,1.32365,510,18,0
2025-04-17 02:15:00,1.32365,1.32374,1.32347,1.3235299999999999,408,18,0
2025-04-17 02:30:00,1.32352,1.32413,1.32347,1.32382,611,18,0
2025-04-17 02:45:00,1.32382,1.3239,1.32308,1.32317,802,18,0
2025-04-17 03:00:00,1.32317,1.32328,1.32139,1.32195,1593,18,0
2025-04-17 03:15:00,1.32195,1.32196,1.32134,1.32139,808,18,0
2025-04-17 03:30:00,1.32139,1.32185,1.32137,1.32153,892,18,0
2025-04-17 03:45:00,1.32154,1.32192,1.32104,1.32114,900,18,0
2025-04-17 04:00:00,1.32114,1.32124,1.3205200000000001,1.32107,966,18,0
2025-04-17 04:15:00,1.32108,1.32159,1.32064,1.32064,793,18,0
2025-04-17 04:30:00,1.32064,1.32114,1.3202,1.32077,1099,18,0
2025-04-17 04:45:00,1.32077,1.32148,1.32076,1.3213599999999999,904,18,0
2025-04-17 05:00:00,1.3213599999999999,1.32223,1.32132,1.3220399999999999,758,18,0
2025-04-17 05:15:00,1.32205,1.3225,1.322,1.32216,525,18,0
2025-04-17 05:30:00,1.32215,1.3228900000000001,1.32206,1.3227,468,18,0
2025-04-17 05:45:00,1.3227,1.32281,1.3223099999999999,1.32245,525,18,0
2025-04-17 06:00:00,1.32247,1.32274,1.32208,1.32234,533,18,0
2025-04-17 06:15:00,1.32234,1.32288,1.3222,1.32226,534,18,0
2025-04-17 06:30:00,1.32226,1.32229,1.3216700000000001,1.32168,421,18,0
2025-04-17 06:45:00,1.32168,1.32183,1.32127,1.32128,439,18,0
2025-04-17 07:00:00,1.32127,1.32144,1.32124,1.32132,381,18,0
2025-04-17 07:15:00,1.32132,1.32139,1.32108,1.32139,282,18,0
2025-04-17 07:30:00,1.32139,1.3214000000000001,1.32088,1.32092,365,18,0
2025-04-17 07:45:00,1.32092,1.3214299999999999,1.32083,1.32088,464,18,0
2025-04-17 08:00:00,1.32087,1.322,1.32078,1.32172,576,18,0
2025-04-17 08:15:00,1.32173,1.32192,1.32141,1.32145,477,18,0
2025-04-17 08:30:00,1.32145,1.3215,1.32042,1.32049,785,18,0
2025-04-17 08:45:00,1.3204799999999999,1.32097,1.32039,1.32089,757,18,0
2025-04-17 09:00:00,1.32089,1.3213300000000001,1.32029,1.32107,1214,18,0
2025-04-17 09:15:00,1.3210600000000001,1.3216700000000001,1.32086,1.32142,1102,18,0
2025-04-17 09:30:00,1.32142,1.32246,1.3213,1.32224,899,18,0
2025-04-17 09:45:00,1.32224,1.32321,1.32196,1.32267,1099,18,0
2025-04-17 10:00:00,1.32267,1.32375,1.32263,1.3232599999999999,1302,18,0
2025-04-17 10:15:00,1.32322,1.32352,1.32223,1.32314,1419,18,0
2025-04-17 10:30:00,1.3231600000000001,1.32424,1.32297,1.32403,1132,18,0
2025-04-17 10:45:00,1.32402,1.3244500000000001,1.32355,1.32415,1175,18,0
2025-04-17 11:00:00,1.32416,1.32469,1.32381,1.32452,1069,18,0
2025-04-17 11:15:00,1.32451,1.32452,1.32347,1.3239,895,18,0
2025-04-17 11:30:00,1.3239,1.32461,1.32356,1.32367,938,18,0
2025-04-17 11:45:00,1.32368,1.32435,1.32347,1.32386,1016,18,0
2025-04-17 12:00:00,1.32386,1.32455,1.32382,1.32436,968,18,0
2025-04-17 12:15:00,1.32425,1.32447,1.32389,1.32389,850,18,0
2025-04-17 12:30:00,1.32389,1.32439,1.32378,1.32422,823,18,0
2025-04-17 12:45:00,1.32423,1.3243800000000001,1.32381,1.32399,930,18,0
2025-04-17 13:00:00,1.32399,1.3245,1.32321,1.32425,1153,18,0
2025-04-17 13:15:00,1.32424,1.32424,1.3228900000000001,1.32341,1113,18,0
2025-04-17 13:30:00,1.3234,1.32351,1.32291,1.32334,1034,18,0
2025-04-17 13:45:00,1.32335,1.32348,1.32209,1.3223099999999999,950,18,0
2025-04-17 14:00:00,1.32237,1.32336,1.32189,1.32298,1034,18,0
2025-04-17 14:15:00,1.32298,1.32356,1.32276,1.32341,931,18,0
2025-04-17 14:30:00,1.32339,1.32359,1.32293,1.32324,870,18,0
2025-04-17 14:45:00,1.32324,1.32336,1.32261,1.32266,928,18,0
